,Date,Open,High,Low,Close,Adj Close,Volume
0,2020-01-27,71.32,71.635002,71.32,71.324997,71.324997,0
1,2020-01-28,71.654999,71.654999,71.178001,71.440002,71.440002,0
2,2020-01-29,71.230103,71.425003,71.168503,71.2304,71.2304,0
3,2020-01-30,71.300003,71.711998,71.300003,71.300003,71.300003,0
4,2020-01-31,71.639999,71.639999,71.277496,71.639999,71.639999,0
5,2020-02-03,71.544998,71.699997,71.265503,71.496498,71.496498,0
6,2020-02-04,71.314102,71.514999,71.084999,71.314102,71.314102,0
7,2020-02-05,71.100403,71.279999,71.099899,71.099998,71.099998,0
8,2020-02-06,71.181,71.397499,71.121002,71.18,71.18,0
9,2020-02-07,71.470001,71.570999,71.177498,71.470001,71.470001,0
10,2020-02-10,71.504997,71.508003,71.259003,71.515503,71.515503,0
11,2020-02-11,71.470001,71.470001,71.171501,71.279999,71.279999,0
12,2020-02-12,71.275497,71.474998,71.064003,71.275299,71.275299,0
13,2020-02-13,71.296501,71.491898,71.235802,71.296204,71.296204,0
14,2020-02-14,71.268501,71.596001,71.256401,71.268501,71.268501,0
15,2020-02-17,71.5177,71.5177,71.268997,71.514801,71.514801,0
16,2020-02-18,71.349297,71.613503,71.330002,71.349197,71.349197,0
17,2020-02-19,71.790001,71.815002,71.420998,71.574997,71.574997,0
18,2020-02-20,71.632896,71.919502,71.547401,71.827499,71.827499,0
19,2020-02-21,72.110001,72.110001,71.669998,72.110001,72.110001,0
20,2020-02-24,71.870003,72.355003,71.766998,71.886803,71.886803,0
21,2020-02-25,72.0467,72.294998,71.593002,72.0467,72.0467,0
22,2020-02-26,71.870003,72.137497,71.525597,71.870003,71.870003,0
23,2020-02-27,71.663399,71.952499,71.535004,71.663399,71.663399,0
24,2020-02-28,71.93,72.815002,71.627502,71.93,71.93,0
25,2020-03-02,72.528999,73.387497,71.952499,72.150002,72.150002,0
26,2020-03-03,72.4235,73.599998,72.342499,72.824997,72.824997,0
27,2020-03-04,73.342003,74.037498,72.894997,73.342003,73.342003,0
28,2020-03-05,74.042503,74.080002,73.050003,74.042503,74.042503,0
29,2020-03-06,73.855103,74.440002,73.496498,73.855103,73.855103,0
30,2020-03-09,73.9953,75.0625,73.862503,73.9953,73.9953,0
31,2020-03-10,75.144997,75.144997,73.735497,74.405998,74.405998,0
32,2020-03-11,74.205002,74.404999,73.404503,74.205002,74.205002,0
33,2020-03-12,74.760002,75.379997,73.994499,74.760002,74.760002,0
34,2020-03-13,74.436096,75.434998,73.699501,75.300003,75.300003,0
35,2020-03-16,73.830002,75.122498,73.7575,73.903999,73.903999,0
36,2020-03-17,75.154999,75.154999,73.580002,75.154999,75.154999,0
37,2020-03-18,74.012398,74.989502,73.705002,74.012398,74.012398,0
38,2020-03-19,74.982002,75.571999,74.411003,74.982002,74.982002,0
39,2020-03-20,76.120003,76.230003,74.154999,75.159698,75.159698,0
40,2020-03-23,75.388496,77.754997,75.275002,75.622101,75.622101,0
41,2020-03-24,76.505997,77.75,75.012497,76.505997,76.505997,0
42,2020-03-25,77.260002,77.474998,75.849998,77.260002,77.260002,0
43,2020-03-26,77.095001,77.095001,74.769501,75.845497,75.845497,0
44,2020-03-27,74.725601,76.25,73.989998,74.725601,74.725601,0
45,2020-03-30,75.464996,76.379997,74.989998,75.464996,75.464996,0
46,2020-03-31,75.400101,76.482498,75.134499,75.400002,75.400002,0
47,2020-04-01,76.110001,77.377602,75.324997,75.324997,75.324997,0
48,2020-04-02,76.585503,77.57,76.010002,77.57,77.57,0
49,2020-04-03,77.139999,77.504997,75.75,77.139999,77.139999,0
50,2020-04-06,76.230003,77.379997,75.904503,76.230003,76.230003,0
51,2020-04-07,75.964897,77.114998,75.251999,75.964897,75.964897,0
52,2020-04-08,76.660004,77.199997,75.572502,76.660004,76.660004,0
53,2020-04-09,75.959,77.199997,75.747498,75.959,75.959,0
54,2020-04-10,76.650002,76.68,75.807503,76.650002,76.650002,0
55,2020-04-13,76.166496,76.952499,75.9925,76.166496,76.166496,0
56,2020-04-14,76.910004,76.962502,75.939499,76.910004,76.910004,0
57,2020-04-15,75.931,76.709503,75.921303,75.931,75.931,0
58,2020-04-16,76.500099,77.510002,76.472,77.212502,77.212502,0
59,2020-04-17,76.858902,77.57,76.247002,77.57,77.57,0
60,2020-04-20,76.559998,77.315002,76.311302,76.559998,76.559998,0
61,2020-04-21,76.5924,77.614998,76.4963,77.209999,77.209999,0
62,2020-04-22,77.684998,77.684998,76.384499,76.969398,76.969398,0
63,2020-04-23,76.995003,76.995003,75.672501,76.400002,76.400002,0
64,2020-04-24,76.422501,76.800003,75.839996,76.422501,76.422501,0
65,2020-04-27,76.2715,76.785004,75.887497,76.2715,76.2715,0
66,2020-04-28,76.654999,76.654999,75.790398,76.186302,76.186302,0
67,2020-04-29,76.464996,76.464996,75.412003,76.464996,76.464996,0
68,2020-04-30,75.610001,75.75,74.805,75.258499,75.258499,0
69,2020-05-01,75.720001,76.144997,75.072998,75.720001,75.720001,0
70,2020-05-04,75.591003,75.805,75.352501,75.600502,75.600502,0
71,2020-05-05,75.629997,76.115799,75.379997,75.849998,75.849998,0
72,2020-05-06,76.169998,76.169998,75.590302,76.169998,76.169998,0
73,2020-05-07,76.550003,76.550003,75.709503,76.151299,76.151299,0
74,2020-05-08,76.080002,76.080002,75.260002,76.080002,76.080002,0
75,2020-05-11,75.525002,76.260002,75.039497,75.525002,75.525002,0
76,2020-05-12,75.927597,76.309998,75.041298,76.309998,76.309998,0
77,2020-05-13,75.3685,75.68,75.043999,75.68,75.68,0
78,2020-05-14,75.4272,75.730003,75.341003,75.426201,75.426201,0
79,2020-05-15,75.485001,76.185501,75.319298,75.485001,75.485001,0
80,2020-05-18,75.82,76.092003,75.612396,75.82,75.82,0
81,2020-05-19,75.599998,76.040001,75.527496,75.600098,75.600098,0
82,2020-05-20,75.699997,76.0,75.462997,76.0,76.0,0
83,2020-05-21,75.779999,75.919998,75.416,75.779999,75.779999,0
84,2020-05-22,75.625,76.209503,75.610001,75.625,75.625,0
85,2020-05-25,75.985001,76.129501,75.7575,75.985001,75.985001,0
86,2020-05-26,75.873596,76.110001,75.404999,76.110001,76.110001,0
87,2020-05-27,75.489502,76.0,75.381302,75.82,75.82,0
88,2020-05-28,75.885696,76.129997,75.634499,76.129997,76.129997,0
89,2020-05-29,75.959999,75.959999,75.4263,75.959999,75.959999,0
90,2020-06-01,75.513199,75.769997,75.235497,75.513199,75.513199,0
91,2020-06-02,75.730003,75.730003,74.982803,75.730003,75.730003,0
92,2020-06-03,75.275002,75.684998,74.914398,75.065804,75.065804,0
93,2020-06-04,75.327698,75.635002,75.281898,75.544998,75.544998,0
94,2020-06-05,75.4832,75.792503,75.309402,75.490898,75.490898,0
95,2020-06-08,75.5177,75.739998,75.388802,75.5177,75.5177,0
96,2020-06-09,75.399803,75.691002,75.391899,75.625,75.625,0
97,2020-06-10,75.509697,75.7799,75.3769,75.509804,75.509804,0
98,2020-06-11,75.875,76.196999,75.5,75.875,75.875,0
99,2020-06-12,76.389999,76.389999,75.767502,76.389999,76.389999,0
100,2020-06-15,75.956902,76.220001,75.894997,75.956802,75.956802,0
101,2020-06-16,76.097504,76.283798,75.745003,75.977997,75.977997,0
102,2020-06-17,76.403702,76.654999,76.094498,76.654999,76.654999,0
103,2020-06-18,76.289803,76.550003,76.001503,76.550003,76.550003,0
104,2020-06-19,76.483101,76.635002,76.105499,76.400398,76.400398,0
105,2020-06-22,76.257301,76.453499,75.738503,76.252098,76.252098,0
106,2020-06-23,76.0,76.119797,75.472,75.789803,75.789803,0
107,2020-06-24,75.839996,75.839996,75.466003,75.607803,75.607803,0
108,2020-06-25,75.970001,75.970001,75.519798,75.970001,75.970001,0
109,2020-06-26,75.542,75.745003,75.430496,75.539803,75.539803,0
110,2020-06-29,75.619797,75.6418,75.4319,75.619797,75.619797,0
111,2020-06-30,75.518799,75.699997,75.388496,75.699997,75.699997,0
112,2020-07-01,75.556999,75.75,75.474998,75.75,75.75,0
113,2020-07-02,75.677498,75.677498,74.607498,75.454903,75.454903,0
114,2020-07-03,74.875,74.989998,74.544502,74.721001,74.721001,0
115,2020-07-06,74.679298,74.807999,74.430298,74.679298,74.679298,0
116,2020-07-07,74.607498,74.962997,74.540298,74.607597,74.607597,0
117,2020-07-08,75.125,75.125,74.8125,75.125,75.125,0
118,2020-07-09,74.920998,75.1567,74.847801,74.939903,74.939903,0
119,2020-07-10,75.339996,75.355003,75.056702,75.339996,75.339996,0
120,2020-07-13,75.194298,75.434998,75.070503,75.158501,75.158501,0
121,2020-07-14,75.449997,75.510498,75.2118,75.449997,75.449997,0
122,2020-07-15,75.574997,75.574997,75.043297,75.574997,75.574997,0
123,2020-07-16,75.124901,75.349998,75.085999,75.124901,75.124901,0
124,2020-07-17,75.419998,75.419998,74.916,75.1745,75.1745,0
125,2020-07-20,74.8974,75.150002,74.747002,74.897301,74.897301,0
126,2020-07-21,74.989998,74.994003,74.507401,74.989998,74.989998,0
127,2020-07-22,74.769997,74.833099,74.4646,74.769997,74.769997,0
128,2020-07-23,74.82,74.925598,74.572304,74.82,74.82,0
129,2020-07-24,75.044998,75.099998,74.6847,74.807297,74.807297,0
130,2020-07-27,74.725601,74.983498,74.513496,74.759804,74.759804,0
131,2020-07-28,75.0,75.0,74.648499,75.0,75.0,0
132,2020-07-29,75.089996,75.089996,74.683998,75.089996,75.089996,0
133,2020-07-30,74.8312,75.019997,74.750504,74.8312,74.8312,0
134,2020-07-31,74.783798,74.989998,74.613503,74.989998,74.989998,0
135,2020-08-03,74.9179,75.298401,74.835999,74.917801,74.917801,0
136,2020-08-04,75.330002,75.364998,74.973,75.330002,75.330002,0
137,2020-08-05,75.25,75.25,74.771301,75.25,75.25,0
138,2020-08-06,75.099998,75.099998,74.768997,74.882202,74.882202,0
139,2020-08-07,74.899803,75.1092,74.875999,74.899803,74.899803,0
140,2020-08-10,75.026901,75.246002,74.856003,75.024803,75.024803,0
141,2020-08-11,75.099998,75.099998,74.515999,75.099998,75.099998,0
142,2020-08-12,74.900002,74.924004,74.619797,74.900002,74.900002,0
143,2020-08-13,74.997498,74.997498,74.744003,74.772102,74.772102,0
144,2020-08-14,75.029999,75.029999,74.7285,75.029999,75.029999,0
145,2020-08-17,74.902802,75.080002,74.662399,74.902802,74.902802,0
146,2020-08-18,75.0,75.0,74.570297,75.0,75.0,0
147,2020-08-19,74.794998,75.057503,74.575302,74.794998,74.794998,0
148,2020-08-20,75.18,75.199997,74.847198,74.966797,74.966797,0
149,2020-08-21,75.190002,75.190002,74.822998,74.999901,74.999901,0
150,2020-08-24,74.921799,74.921799,73.925301,74.921799,74.921799,0
151,2020-08-25,74.400002,74.639297,74.046997,74.400002,74.400002,0
152,2020-08-26,74.452499,74.452499,74.185997,74.452499,74.452499,0
153,2020-08-27,74.459999,74.459999,73.763901,74.240097,74.240097,0
154,2020-08-28,73.970001,73.970001,73.095802,73.774498,73.774498,0
155,2020-08-31,73.128403,73.885002,73.0345,73.128304,73.128304,0
156,2020-09-01,73.669998,73.669998,72.718498,73.669998,73.669998,0
157,2020-09-02,73.269997,73.370003,72.889297,73.269997,73.269997,0
158,2020-09-03,73.459999,73.711304,72.893501,73.248497,73.248497,0
159,2020-09-04,73.667503,73.669998,73.010803,73.447899,73.447899,0
160,2020-09-07,73.290298,73.506798,73.018997,73.290298,73.290298,0
161,2020-09-08,73.650002,73.957802,73.392998,73.650002,73.650002,0
162,2020-09-09,73.786797,74.050003,73.082497,73.786797,73.786797,0
163,2020-09-10,73.550003,73.550003,73.012001,73.550003,73.550003,0
164,2020-09-11,73.75,73.75,73.363998,73.527298,73.527298,0
165,2020-09-14,73.478699,73.7024,73.244003,73.4786,73.4786,0
166,2020-09-15,73.384003,73.723,73.288498,73.614998,73.614998,0
167,2020-09-16,73.6101,73.800003,73.463799,73.800003,73.800003,0
168,2020-09-17,73.764999,73.788101,73.398003,73.550697,73.550697,0
169,2020-09-18,73.779999,73.779999,73.172997,73.583603,73.583603,0
170,2020-09-21,73.534798,73.649597,73.278,73.534798,73.534798,0
171,2020-09-22,73.579803,73.650002,73.388,73.579803,73.579803,0
172,2020-09-23,73.502899,73.800003,73.438004,73.502998,73.502998,0
173,2020-09-24,74.010002,74.222,73.563004,73.778397,73.778397,0
174,2020-09-25,73.910004,73.910004,73.561501,73.682404,73.682404,0
175,2020-09-28,73.699402,73.870003,73.519302,73.699303,73.699303,0
176,2020-09-29,73.764801,73.974998,73.603996,73.974998,73.974998,0
177,2020-09-30,73.654999,73.856499,73.524399,73.845001,73.845001,0
178,2020-10-01,73.705002,73.705002,73.027,73.705002,73.705002,0
179,2020-10-02,73.419998,73.532997,73.139999,73.217003,73.217003,0
180,2020-10-05,73.322502,73.398003,73.047096,73.322403,73.322403,0
181,2020-10-06,73.115799,73.488998,73.043999,73.108299,73.108299,0
182,2020-10-07,73.815002,73.815002,73.080002,73.815002,73.815002,0
183,2020-10-08,73.542503,73.546501,73.194,73.542503,73.542503,0
184,2020-10-09,73.280502,73.497299,72.976997,73.280502,73.280502,0
185,2020-10-12,73.0149,73.4132,72.933998,73.014801,73.014801,0
186,2020-10-13,73.3508,73.504997,73.245598,73.3508,73.3508,0
187,2020-10-14,73.418297,73.620003,73.2052,73.620003,73.620003,0
188,2020-10-15,73.4925,73.5187,73.202003,73.296204,73.296204,0
189,2020-10-16,73.57,73.57,73.272697,73.371002,73.371002,0
190,2020-10-19,73.443802,73.595001,73.283997,73.443802,73.443802,0
191,2020-10-20,73.3937,73.574997,73.294998,73.574997,73.574997,0
192,2020-10-21,73.479698,73.784203,73.359001,73.647499,73.647499,0
193,2020-10-22,73.724998,73.884003,73.472801,73.681297,73.681297,0
194,2020-10-23,73.720001,73.8853,73.473,73.720001,73.720001,0
195,2020-10-26,73.834,74.114304,73.690002,73.822899,73.822899,0
196,2020-10-27,74.137497,74.137497,73.613998,73.948502,73.948502,0
197,2020-10-28,73.814903,74.251999,73.642998,73.805,73.805,0
198,2020-10-29,74.440002,74.524696,73.932999,74.440002,74.440002,0
199,2020-10-30,74.264,74.702003,74.031998,74.264,74.264,0
200,2020-11-02,74.707298,74.707603,74.274002,74.550499,74.550499,0
201,2020-11-03,74.456802,74.684799,74.245003,74.456802,74.456802,0
202,2020-11-04,74.849998,75.000999,74.278801,74.655602,74.655602,0
203,2020-11-05,74.190498,74.407303,73.845802,74.379997,74.379997,0
204,2020-11-06,74.120003,74.278503,73.863998,74.120003,74.120003,0
205,2020-11-09,73.9758,74.167999,73.643097,73.979797,73.979797,0
206,2020-11-10,74.139999,74.465797,73.877998,73.953201,73.953201,0
207,2020-11-11,74.472504,74.537903,74.108002,74.281601,74.281601,0
208,2020-11-12,74.624802,74.759003,74.365997,74.57,74.57,0
209,2020-11-13,74.6717,74.887299,74.466103,74.864998,74.864998,0
210,2020-11-16,74.589798,74.589798,74.379303,74.487701,74.487701,0
211,2020-11-17,74.550003,74.608902,74.326797,74.418098,74.418098,0
212,2020-11-18,74.480103,74.704803,74.035202,74.479698,74.479698,0
213,2020-11-19,74.419998,74.442299,74.119797,74.419998,74.419998,0
214,2020-11-20,74.099602,74.339203,74.072998,74.099602,74.099602,0
215,2020-11-23,74.119797,74.406303,74.002998,74.162399,74.162399,0
216,2020-11-24,74.244499,74.249001,73.884399,74.244904,74.244904,0
217,2020-11-25,73.9608,74.169998,73.748802,73.9608,73.9608,0
218,2020-11-26,73.7799,74.070503,73.738899,73.7799,73.7799,0
219,2020-11-27,74.048798,74.268501,73.746201,74.048798,74.048798,0
220,2020-11-30,73.935303,74.198502,73.879097,73.940903,73.940903,0
221,2020-12-01,74.0252,74.172897,73.464996,74.0252,74.0252,0
222,2020-12-02,73.6698,73.813797,73.398003,73.654999,73.654999,0
223,2020-12-03,73.662598,73.953201,73.630402,73.662598,73.662598,0
224,2020-12-04,73.939003,74.087303,73.659698,73.864899,73.864899,0
225,2020-12-07,73.790298,73.947998,73.631798,73.790298,73.790298,0
226,2020-12-08,73.809898,74.0373,73.542,74.019997,74.019997,0
227,2020-12-09,73.832298,73.939796,73.530998,73.726402,73.726402,0
228,2020-12-10,73.817299,73.934998,73.624001,73.934998,73.934998,0
229,2020-12-11,73.7267,73.922501,73.536499,73.7267,73.7267,0
230,2020-12-14,73.737999,73.780998,73.470001,73.737999,73.737999,0
231,2020-12-15,73.860001,73.900299,73.502197,73.860001,73.860001,0
232,2020-12-16,73.759804,73.795998,73.458603,73.759804,73.759804,0
233,2020-12-17,73.824799,73.824799,73.384697,73.6166,73.6166,0
234,2020-12-18,73.604797,73.754799,73.471001,73.5298,73.5298,0
235,2020-12-21,73.6036,74.092003,73.512802,73.6036,73.6036,0
236,2020-12-22,73.935303,74.202301,73.786697,73.935303,73.935303,0
237,2020-12-23,74.005501,74.269997,73.6464,74.269997,74.269997,0
238,2020-12-24,73.839798,74.099998,73.450798,73.839798,73.839798,0
239,2020-12-25,73.5578,73.800003,73.550003,73.5578,73.5578,0
240,2020-12-28,73.689003,73.734802,73.4562,73.689003,73.689003,0
241,2020-12-29,73.544899,73.767303,73.287201,73.544899,73.544899,0
242,2020-12-30,73.654999,73.664803,73.101601,73.453598,73.453598,0
243,2020-12-31,73.134003,73.349998,72.946602,73.134003,73.134003,0
244,2021-01-01,73.089203,73.319801,73.025002,73.089203,73.089203,0
245,2021-01-04,73.092003,73.200996,72.7985,73.092003,73.092003,0
246,2021-01-05,73.091499,73.329803,72.963501,73.32,73.32,0
247,2021-01-06,73.167999,73.360001,73.040001,73.374802,73.374802,0
248,2021-01-07,73.374802,73.467003,73.063004,73.360001,73.360001,0
249,2021-01-08,73.730003,73.739799,73.196198,73.445999,73.445999,0
250,2021-01-11,73.373398,73.584198,73.340302,73.373398,73.373398,0
251,2021-01-12,73.778999,73.778999,73.202003,73.513496,73.513496,0
252,2021-01-13,73.414001,73.414001,73.062798,73.165001,73.165001,0
253,2021-01-14,73.169998,73.353996,72.939003,73.169899,73.169899,0
254,2021-01-15,73.089996,73.378098,73.002502,73.087601,73.087601,0
255,2021-01-18,73.158997,73.419998,73.123001,73.158997,73.158997,0
256,2021-01-19,73.189201,73.307999,73.098999,73.188698,73.188698,0
257,2021-01-20,73.192001,73.192299,72.8993,73.191902,73.191902,0
258,2021-01-21,72.907898,73.045303,72.883003,72.910896,72.910896,0
259,2021-01-22,72.954903,73.237503,72.929001,72.954903,72.954903,0
260,2021-01-25,72.995903,73.220001,72.877998,72.995903,72.995903,0
261,2021-01-26,72.970001,73.222,72.774498,72.970001,72.970001,0
